"date";"Region";"newcases";"positive"
2020-12-05;"Trnavský kraj";170;-190351
2020-12-04;"Trnavský kraj";400;-190521
2020-12-03;"Trnavský kraj";438;-190921
2020-12-02;"Trnavský kraj";460;-191359
2020-12-01;"Trnavský kraj";458;-191819
2020-11-30;"Trnavský kraj";386;-192277
2020-11-29;"Trnavský kraj";53;-192663
2020-11-28;"Trnavský kraj";160;-192716
2020-11-27;"Trnavský kraj";233;-192876
2020-11-26;"Trnavský kraj";302;-193109
2020-11-25;"Trnavský kraj";306;-193411
2020-11-24;"Trnavský kraj";391;-193717
2020-11-23;"Trnavský kraj";371;-194108
2020-11-22;"Trnavský kraj";19;-194479
2020-11-21;"Trnavský kraj";165;-194498
2020-11-20;"Trnavský kraj";310;-194663
2020-11-19;"Trnavský kraj";221;-194973
2020-11-18;"Trnavský kraj";317;-195194
2020-11-17;"Trnavský kraj";203;-195511
2020-11-16;"Trnavský kraj";219;-195714
2020-11-15;"Trnavský kraj";27;-195933
2020-11-14;"Trnavský kraj";98;-195960
2020-11-13;"Trnavský kraj";240;-196058
2020-11-12;"Trnavský kraj";180;-196298
2020-11-11;"Trnavský kraj";272;-196478
2020-11-10;"Trnavský kraj";219;-196750
2020-11-09;"Trnavský kraj";219;-196969
2020-11-08;"Trnavský kraj";59;-197188
2020-11-07;"Trnavský kraj";281;-197247
2020-11-06;"Trnavský kraj";279;-197528
2020-11-05;"Trnavský kraj";177;-197807
2020-11-04;"Trnavský kraj";198;-197984
2020-11-03;"Trnavský kraj";325;-198182
2020-11-02;"Trnavský kraj";312;-198507
2020-11-01;"Trnavský kraj";114;-198819
2020-10-31;"Trnavský kraj";300;-198933
2020-10-30;"Trnavský kraj";225;-199233
2020-10-29;"Trnavský kraj";289;-199458
2020-10-28;"Trnavský kraj";335;-199747
2020-10-27;"Trnavský kraj";235;-200082
2020-10-26;"Trnavský kraj";155;-200317
2020-10-25;"Trnavský kraj";96;-200472
2020-10-24;"Trnavský kraj";160;-200568
2020-10-23;"Trnavský kraj";205;-200728
2020-10-22;"Trnavský kraj";197;-200933
2020-10-21;"Trnavský kraj";137;-201130
2020-10-20;"Trnavský kraj";205;-201267
2020-10-19;"Trnavský kraj";67;-201472
2020-10-18;"Trnavský kraj";84;-201539
2020-10-17;"Trnavský kraj";123;-201623
2020-10-16;"Trnavský kraj";88;-201746
2020-10-15;"Trnavský kraj";157;-201834
2020-10-14;"Trnavský kraj";239;-201991
2020-10-13;"Trnavský kraj";140;-202230
2020-10-12;"Trnavský kraj";34;-202370
2020-10-11;"Trnavský kraj";31;-202404
2020-10-10;"Trnavský kraj";128;-202435
2020-10-09;"Trnavský kraj";156;-202563
2020-10-08;"Trnavský kraj";153;-202719
2020-10-07;"Trnavský kraj";80;-202872
2020-10-06;"Trnavský kraj";112;-202952
2020-10-05;"Trnavský kraj";33;-203064
2020-10-04;"Trnavský kraj";44;-203097
2020-10-03;"Trnavský kraj";60;-203141
2020-10-02;"Trnavský kraj";41;-203201
2020-10-01;"Trnavský kraj";53;-203242
2020-09-30;"Trnavský kraj";91;-203295
2020-09-29;"Trnavský kraj";40;-203386
2020-09-28;"Trnavský kraj";69;-203426
2020-09-27;"Trnavský kraj";30;-203495
2020-09-26;"Trnavský kraj";46;-203525
2020-09-25;"Trnavský kraj";32;-203571
2020-09-24;"Trnavský kraj";42;-203603
2020-09-23;"Trnavský kraj";43;-203645
2020-09-22;"Trnavský kraj";55;-203688
2020-09-21;"Trnavský kraj";41;-203743
2020-09-20;"Trnavský kraj";17;-203784
2020-09-19;"Trnavský kraj";4;-203801
2020-09-18;"Trnavský kraj";33;-203805
2020-09-17;"Trnavský kraj";42;-203838
2020-09-16;"Trnavský kraj";49;-203880
2020-09-15;"Trnavský kraj";5;-203929
2020-09-14;"Trnavský kraj";26;-203934
2020-09-13;"Trnavský kraj";9;-203960
2020-09-12;"Trnavský kraj";12;-203969
2020-09-11;"Trnavský kraj";16;-203981
2020-09-10;"Trnavský kraj";32;-203997
2020-09-09;"Trnavský kraj";14;-204029
2020-09-08;"Trnavský kraj";11;-204043
2020-09-07;"Trnavský kraj";7;-204054
2020-09-06;"Trnavský kraj";5;-204061
2020-09-05;"Trnavský kraj";7;-204066
2020-09-04;"Trnavský kraj";16;-204073
2020-09-03;"Trnavský kraj";8;-204089
2020-09-02;"Trnavský kraj";7;-204097
2020-09-01;"Trnavský kraj";1;-204104
2020-08-31;"Trnavský kraj";6;-204105
2020-08-30;"Trnavský kraj";1;-204111
2020-08-29;"Trnavský kraj";3;-204112
2020-08-28;"Trnavský kraj";14;-204115
2020-08-27;"Trnavský kraj";6;-204129
2020-08-26;"Trnavský kraj";4;-204135
2020-08-25;"Trnavský kraj";7;-204139
2020-08-24;"Trnavský kraj";1;-204146
2020-08-23;"Trnavský kraj";6;-204147
2020-08-22;"Trnavský kraj";3;-204153
2020-08-21;"Trnavský kraj";4;-204156
2020-08-20;"Trnavský kraj";23;-204160
2020-08-19;"Trnavský kraj";13;-204183
2020-08-18;"Trnavský kraj";20;-204196
2020-08-17;"Trnavský kraj";3;-204216
2020-08-16;"Trnavský kraj";0;-204219
2020-08-15;"Trnavský kraj";7;-204219
2020-08-14;"Trnavský kraj";6;-204226
2020-08-13;"Trnavský kraj";10;-204232
2020-08-12;"Trnavský kraj";2;-204242
2020-08-11;"Trnavský kraj";30;-204244
2020-08-10;"Trnavský kraj";0;-204274
2020-08-09;"Trnavský kraj";0;-204274
2020-08-08;"Trnavský kraj";13;-204274
2020-08-07;"Trnavský kraj";4;-204287
2020-08-06;"Trnavský kraj";4;-204291
2020-08-05;"Trnavský kraj";0;-204295
2020-08-04;"Trnavský kraj";1;-204295
2020-08-03;"Trnavský kraj";2;-204296
2020-08-02;"Trnavský kraj";1;-204298
2020-08-01;"Trnavský kraj";0;-204299
2020-07-31;"Trnavský kraj";7;-204299
2020-07-30;"Trnavský kraj";6;-204306
2020-07-29;"Trnavský kraj";0;-204312
2020-07-28;"Trnavský kraj";1;-204312
2020-07-27;"Trnavský kraj";2;-204313
2020-07-26;"Trnavský kraj";0;-204315
2020-07-25;"Trnavský kraj";0;-204315
2020-07-24;"Trnavský kraj";1;-204315
2020-07-23;"Trnavský kraj";2;-204316
2020-07-22;"Trnavský kraj";1;-204318
2020-07-21;"Trnavský kraj";2;-204319
2020-07-20;"Trnavský kraj";0;-204321
2020-07-19;"Trnavský kraj";0;-204321
2020-07-18;"Trnavský kraj";0;-204321
2020-07-17;"Trnavský kraj";0;-204321
2020-07-16;"Trnavský kraj";0;-204321
2020-07-15;"Trnavský kraj";1;-204321
2020-07-14;"Trnavský kraj";0;-204322
2020-07-13;"Trnavský kraj";0;-204322
2020-07-12;"Trnavský kraj";0;-204322
2020-07-11;"Trnavský kraj";0;-204322
2020-07-10;"Trnavský kraj";0;-204322
2020-07-09;"Trnavský kraj";0;-204322
2020-07-08;"Trnavský kraj";3;-204322
2020-07-07;"Trnavský kraj";4;-204325
2020-07-06;"Trnavský kraj";0;-204329
2020-07-05;"Trnavský kraj";0;-204329
2020-07-04;"Trnavský kraj";0;-204329
2020-07-03;"Trnavský kraj";0;-204329
2020-07-02;"Trnavský kraj";3;-204329
2020-07-01;"Trnavský kraj";0;-204332
2020-06-30;"Trnavský kraj";0;-204332
2020-06-29;"Trnavský kraj";0;-204332
2020-06-28;"Trnavský kraj";0;-204332
2020-06-27;"Trnavský kraj";0;-204332
2020-06-26;"Trnavský kraj";0;-204332
2020-06-25;"Trnavský kraj";0;-204332
2020-06-24;"Trnavský kraj";0;-204332
2020-06-23;"Trnavský kraj";0;-204332
2020-06-22;"Trnavský kraj";0;-204332
2020-06-21;"Trnavský kraj";0;-204332
2020-06-20;"Trnavský kraj";0;-204332
2020-06-19;"Trnavský kraj";0;-204332
2020-06-18;"Trnavský kraj";2;-204332
2020-06-17;"Trnavský kraj";0;-204334
2020-06-16;"Trnavský kraj";0;-204334
2020-06-14;"Trnavský kraj";0;-204334
2020-06-13;"Trnavský kraj";0;-204334
2020-06-12;"Trnavský kraj";0;-204334
2020-06-11;"Trnavský kraj";0;-204334
2020-06-10;"Trnavský kraj";0;-204334
2020-06-09;"Trnavský kraj";0;-204334
2020-06-08;"Trnavský kraj";0;-204334
2020-06-07;"Trnavský kraj";0;-204334
2020-06-05;"Trnavský kraj";0;-204334
2020-06-03;"Trnavský kraj";0;-204334
2020-06-02;"Trnavský kraj";0;-204334
2020-05-31;"Trnavský kraj";0;-204334
2020-05-29;"Trnavský kraj";0;-204334
2020-05-27;"Trnavský kraj";0;-204334
2020-05-26;"Trnavský kraj";0;-204334
2020-05-25;"Trnavský kraj";1;-204334
2020-05-24;"Trnavský kraj";0;-204335
2020-05-23;"Trnavský kraj";2;-204335
2020-05-22;"Trnavský kraj";0;-204337
2020-05-21;"Trnavský kraj";0;-204337
2020-05-20;"Trnavský kraj";2;-204337
2020-05-19;"Trnavský kraj";0;-204339
2020-05-17;"Trnavský kraj";0;-204339
2020-05-16;"Trnavský kraj";0;-204339
2020-05-15;"Trnavský kraj";1;-204339
2020-05-14;"Trnavský kraj";0;-204340
2020-05-13;"Trnavský kraj";0;-204340
2020-05-12;"Trnavský kraj";0;-204340
2020-05-11;"Trnavský kraj";2;-204340
2020-05-09;"Trnavský kraj";0;-204342
2020-05-07;"Trnavský kraj";0;-204342
2020-05-06;"Trnavský kraj";0;-204342
2020-05-05;"Trnavský kraj";0;-204342
2020-05-04;"Trnavský kraj";0;-204342
2020-05-03;"Trnavský kraj";0;-204342
2020-05-02;"Trnavský kraj";0;-204342
2020-05-01;"Trnavský kraj";0;-204342
2020-04-30;"Trnavský kraj";0;-204342
2020-04-29;"Trnavský kraj";0;-204342
2020-04-28;"Trnavský kraj";1;-204342
2020-04-27;"Trnavský kraj";0;-204343
2020-04-26;"Trnavský kraj";0;-204343
2020-04-25;"Trnavský kraj";2;-204343
2020-04-24;"Trnavský kraj";4;-204345
2020-04-23;"Trnavský kraj";5;-204349
2020-04-22;"Trnavský kraj";10;-204354
2020-04-21;"Trnavský kraj";5;-204364
2020-04-20;"Trnavský kraj";0;-204369
2020-04-19;"Trnavský kraj";1;-204369
2020-04-18;"Trnavský kraj";4;-204370
2020-04-17;"Trnavský kraj";7;-204374
2020-04-16;"Trnavský kraj";5;-204381
2020-04-15;"Trnavský kraj";5;-204386
2020-04-14;"Trnavský kraj";1;-204391
2020-04-13;"Trnavský kraj";0;-204392
2020-04-12;"Trnavský kraj";0;-204392
2020-04-11;"Trnavský kraj";0;-204392
2020-04-10;"Trnavský kraj";2;-204392
2020-04-09;"Trnavský kraj";3;-204394
2020-04-08;"Trnavský kraj";4;-204397
2020-04-07;"Trnavský kraj";6;-204401
2020-04-06;"Trnavský kraj";6;-204407
2020-04-05;"Trnavský kraj";1;-204413
2020-04-04;"Trnavský kraj";1;-204414
2020-04-03;"Trnavský kraj";3;-204415
2020-04-02;"Trnavský kraj";4;-204418
2020-04-01;"Trnavský kraj";0;-204422
2020-03-31;"Trnavský kraj";3;-204422
2020-03-30;"Trnavský kraj";4;-204425
2020-03-29;"Trnavský kraj";1;-204429
2020-03-28;"Trnavský kraj";3;-204430
2020-03-27;"Trnavský kraj";5;-204433
2020-03-26;"Trnavský kraj";5;-204438
2020-03-25;"Trnavský kraj";1;-204443
2020-03-24;"Trnavský kraj";0;-204444
2020-03-23;"Trnavský kraj";2;-204444
2020-03-22;"Trnavský kraj";1;-204446
2020-03-21;"Trnavský kraj";5;-204447
2020-03-20;"Trnavský kraj";0;-204452
2020-03-19;"Trnavský kraj";0;-204452
2020-03-18;"Trnavský kraj";0;-204452
2020-03-17;"Trnavský kraj";3;-204452
2020-03-16;"Trnavský kraj";1;-204455
2020-03-15;"Trnavský kraj";0;-204456
2020-03-14;"Trnavský kraj";0;-204456
2020-03-13;"Trnavský kraj";1;-204456
2020-03-12;"Trnavský kraj";1;-204457
2020-03-11;"Trnavský kraj";0;-204458
2020-03-09;"Trnavský kraj";0;-204458
2020-03-08;"Trnavský kraj";0;-204458
2020-03-07;"Trnavský kraj";0;-204458
2020-03-06;"Trnavský kraj";0;-204458
2022-07-07;"Žilinský kraj";54;96588
2022-07-06;"Žilinský kraj";104;96534
2022-07-05;"Žilinský kraj";10;96430
2022-07-04;"Žilinský kraj";87;96420
2022-07-03;"Žilinský kraj";4;96333
2022-07-02;"Žilinský kraj";12;96329
2022-07-01;"Žilinský kraj";75;96317
2022-06-30;"Žilinský kraj";60;96242
2022-06-29;"Žilinský kraj";93;96182
2022-06-28;"Žilinský kraj";72;96089
2022-06-27;"Žilinský kraj";83;96017
2022-06-26;"Žilinský kraj";16;95934
2022-06-25;"Žilinský kraj";6;95918
2022-06-24;"Žilinský kraj";39;95912
2022-06-23;"Žilinský kraj";20;95873
2022-06-22;"Žilinský kraj";54;95853
2022-06-21;"Žilinský kraj";26;95799
2022-06-20;"Žilinský kraj";39;95773
2022-06-19;"Žilinský kraj";8;95734
2022-06-18;"Žilinský kraj";8;95726
2022-06-17;"Žilinský kraj";38;95718
2022-06-16;"Žilinský kraj";24;95680
2022-06-15;"Žilinský kraj";27;95656
2022-06-14;"Žilinský kraj";34;95629
2022-06-13;"Žilinský kraj";23;95595
2022-06-12;"Žilinský kraj";2;95572
2022-06-11;"Žilinský kraj";2;95570
2022-06-10;"Žilinský kraj";20;95568
2022-06-09;"Žilinský kraj";21;95548
2022-06-08;"Žilinský kraj";28;95527
2022-06-07;"Žilinský kraj";22;95499
2022-06-06;"Žilinský kraj";29;95477
2022-06-05;"Žilinský kraj";6;95448
2022-06-04;"Žilinský kraj";6;95442
2022-06-03;"Žilinský kraj";26;95436
2022-06-02;"Žilinský kraj";12;95410
2022-06-01;"Žilinský kraj";18;95398
2022-05-31;"Žilinský kraj";21;95380
2022-05-30;"Žilinský kraj";30;95359
2022-05-29;"Žilinský kraj";1;95329
2022-05-28;"Žilinský kraj";10;95328
2022-05-27;"Žilinský kraj";15;95318
2022-05-26;"Žilinský kraj";18;95303
2022-05-25;"Žilinský kraj";34;95285
2022-05-24;"Žilinský kraj";27;95251
2022-05-23;"Žilinský kraj";38;95224
2022-05-22;"Žilinský kraj";10;95186
2022-05-21;"Žilinský kraj";13;95176
2022-05-20;"Žilinský kraj";42;95163
2022-05-19;"Žilinský kraj";29;95121
2022-05-18;"Žilinský kraj";54;95092
2022-05-17;"Žilinský kraj";57;95038
2022-05-16;"Žilinský kraj";63;94981
2022-05-15;"Žilinský kraj";8;94918
2022-05-14;"Žilinský kraj";33;94910
2022-05-13;"Žilinský kraj";66;94877
2022-05-12;"Žilinský kraj";52;94811
2022-05-11;"Žilinský kraj";65;94759
2022-05-10;"Žilinský kraj";100;94694
2022-05-09;"Žilinský kraj";101;94594
2022-05-08;"Žilinský kraj";12;94493
2022-05-07;"Žilinský kraj";54;94481
2022-05-06;"Žilinský kraj";112;94427
2022-05-05;"Žilinský kraj";85;94315
2022-05-04;"Žilinský kraj";129;94230
2022-05-03;"Žilinský kraj";142;94101
2022-05-02;"Žilinský kraj";145;93959
2022-05-01;"Žilinský kraj";24;93814
2022-04-30;"Žilinský kraj";137;93790
2022-04-29;"Žilinský kraj";156;93653
2022-04-28;"Žilinský kraj";164;93497
2022-04-27;"Žilinský kraj";141;93333
2022-04-26;"Žilinský kraj";237;93192
2022-04-25;"Žilinský kraj";297;92955
2022-04-24;"Žilinský kraj";28;92658
2022-04-23;"Žilinský kraj";234;92630
2022-04-22;"Žilinský kraj";161;92396
2022-04-21;"Žilinský kraj";281;92235
2022-04-20;"Žilinský kraj";418;91954
2022-04-19;"Žilinský kraj";425;91536
2022-04-18;"Žilinský kraj";111;91111
2022-04-17;"Žilinský kraj";170;91000
2022-04-16;"Žilinský kraj";165;90830
2022-04-15;"Žilinský kraj";54;90665
2022-04-14;"Žilinský kraj";368;90611
2022-04-13;"Žilinský kraj";370;90243
2022-04-12;"Žilinský kraj";322;89873
2022-04-11;"Žilinský kraj";540;89551
2022-04-10;"Žilinský kraj";46;89011
2022-04-09;"Žilinský kraj";271;88965
2022-04-08;"Žilinský kraj";418;88694
2022-04-07;"Žilinský kraj";413;88276
2022-04-06;"Žilinský kraj";610;87863
2022-04-05;"Žilinský kraj";777;87253
2022-04-04;"Žilinský kraj";715;86476
2022-04-03;"Žilinský kraj";116;85761
2022-04-02;"Žilinský kraj";322;85645
2022-04-01;"Žilinský kraj";652;85323
2022-03-31;"Žilinský kraj";649;84671
2022-03-30;"Žilinský kraj";790;84022
2022-03-29;"Žilinský kraj";858;83232
2022-03-28;"Žilinský kraj";966;82374
2022-03-27;"Žilinský kraj";179;81408
2022-03-26;"Žilinský kraj";639;81229
2022-03-25;"Žilinský kraj";701;80590
2022-03-24;"Žilinský kraj";797;79889
2022-03-23;"Žilinský kraj";986;79092
2022-03-22;"Žilinský kraj";1238;78106
2022-03-21;"Žilinský kraj";1132;76868
2022-03-20;"Žilinský kraj";245;75736
2022-03-19;"Žilinský kraj";548;75491
2022-03-18;"Žilinský kraj";983;74943
2022-03-17;"Žilinský kraj";887;73960
2022-03-16;"Žilinský kraj";1160;73073
2022-03-15;"Žilinský kraj";1467;71913
2022-03-14;"Žilinský kraj";1347;70446
2022-03-13;"Žilinský kraj";338;69099
2022-03-12;"Žilinský kraj";744;68761
2022-03-11;"Žilinský kraj";1021;68017
2022-03-10;"Žilinský kraj";1418;66996
2022-03-09;"Žilinský kraj";1919;65578
2022-03-08;"Žilinský kraj";1010;63659
2022-03-07;"Žilinský kraj";1748;62649
2022-03-06;"Žilinský kraj";534;60901
2022-03-05;"Žilinský kraj";705;60367
2022-03-04;"Žilinský kraj";1458;59662
2022-03-03;"Žilinský kraj";1487;58204
2022-03-02;"Žilinský kraj";1444;56717
2022-03-01;"Žilinský kraj";2057;55273
2022-02-28;"Žilinský kraj";2055;53216
2022-02-27;"Žilinský kraj";445;51161
2022-02-26;"Žilinský kraj";1355;50716
2022-02-25;"Žilinský kraj";1691;49361
2022-02-24;"Žilinský kraj";1818;47670
2022-02-23;"Žilinský kraj";2099;45852
2022-02-22;"Žilinský kraj";2825;43753
2022-02-21;"Žilinský kraj";2800;40928
2022-02-20;"Žilinský kraj";845;38128
2022-02-19;"Žilinský kraj";1929;37283
2022-02-18;"Žilinský kraj";2433;35354
2022-02-17;"Žilinský kraj";2698;32921
2022-02-16;"Žilinský kraj";3172;30223
2022-02-15;"Žilinský kraj";3543;27051
2022-02-14;"Žilinský kraj";3732;23508
2022-02-13;"Žilinský kraj";1215;19776
2022-02-12;"Žilinský kraj";2090;18561
2022-02-11;"Žilinský kraj";3426;16471
2022-02-10;"Žilinský kraj";3444;13045
2022-02-09;"Žilinský kraj";3983;9601
2022-02-08;"Žilinský kraj";4147;5618
2022-02-07;"Žilinský kraj";4155;1471
2022-02-06;"Žilinský kraj";1918;-2684
2022-02-05;"Žilinský kraj";2532;-4602
2022-02-04;"Žilinský kraj";3730;-7134
2022-02-03;"Žilinský kraj";3814;-10864
2022-02-02;"Žilinský kraj";3834;-14678
2022-02-01;"Žilinský kraj";4287;-18512
2022-01-31;"Žilinský kraj";3076;-22799
2022-01-30;"Žilinský kraj";1918;-25875
2022-01-29;"Žilinský kraj";2420;-27793
2022-01-28;"Žilinský kraj";3118;-30213
2022-01-27;"Žilinský kraj";2943;-33331
2022-01-26;"Žilinský kraj";3209;-36274
2022-01-25;"Žilinský kraj";3011;-39483
2022-01-24;"Žilinský kraj";1923;-42494
2022-01-23;"Žilinský kraj";930;-44417
2022-01-22;"Žilinský kraj";1462;-45347
2022-01-21;"Žilinský kraj";1453;-46809
2022-01-20;"Žilinský kraj";1493;-48262
2022-01-19;"Žilinský kraj";1421;-49755
2022-01-18;"Žilinský kraj";1359;-51176
2022-01-17;"Žilinský kraj";931;-52535
2022-01-16;"Žilinský kraj";281;-53466
2022-01-15;"Žilinský kraj";468;-53747
2022-01-14;"Žilinský kraj";552;-54215
2022-01-13;"Žilinský kraj";373;-54767
2022-01-12;"Žilinský kraj";494;-55140
2022-01-11;"Žilinský kraj";679;-55634
2022-01-10;"Žilinský kraj";538;-56313
2022-01-09;"Žilinský kraj";149;-56851
2022-01-08;"Žilinský kraj";390;-57000
2022-01-07;"Žilinský kraj";600;-57390
2022-01-06;"Žilinský kraj";207;-57990
2022-01-05;"Žilinský kraj";546;-58197
2022-01-04;"Žilinský kraj";693;-58743
2022-01-03;"Žilinský kraj";717;-59436
2022-01-02;"Žilinský kraj";373;-60153
2022-01-01;"Žilinský kraj";29;-60526
2021-12-31;"Žilinský kraj";393;-60555
2021-12-30;"Žilinský kraj";587;-60948
2021-12-29;"Žilinský kraj";626;-61535
2021-12-28;"Žilinský kraj";747;-62161
2021-12-27;"Žilinský kraj";836;-62908
2021-12-26;"Žilinský kraj";300;-63744
2021-12-25;"Žilinský kraj";67;-64044
2021-12-24;"Žilinský kraj";119;-64111
2021-12-23;"Žilinský kraj";836;-64230
2021-12-22;"Žilinský kraj";587;-65066
2021-12-21;"Žilinský kraj";857;-65653
2021-12-20;"Žilinský kraj";688;-66510
2021-12-19;"Žilinský kraj";223;-67198
2021-12-18;"Žilinský kraj";487;-67421
2021-12-17;"Žilinský kraj";731;-67908
2021-12-16;"Žilinský kraj";769;-68639
2021-12-15;"Žilinský kraj";924;-69408
2021-12-14;"Žilinský kraj";927;-70332
2021-12-13;"Žilinský kraj";971;-71259
2021-12-12;"Žilinský kraj";454;-72230
2021-12-11;"Žilinský kraj";873;-72684
2021-12-10;"Žilinský kraj";774;-73557
2021-12-09;"Žilinský kraj";1031;-74331
2021-12-08;"Žilinský kraj";1176;-75362
2021-12-07;"Žilinský kraj";1516;-76538
2021-12-06;"Žilinský kraj";1145;-78054
2021-12-05;"Žilinský kraj";639;-79199
2021-12-04;"Žilinský kraj";857;-79838
2021-12-03;"Žilinský kraj";1419;-80695
2021-12-02;"Žilinský kraj";2046;-82114
2021-12-01;"Žilinský kraj";1378;-84160
2021-11-30;"Žilinský kraj";1827;-85538
2021-11-29;"Žilinský kraj";1753;-87365
2021-11-28;"Žilinský kraj";860;-89118
2021-11-27;"Žilinský kraj";1101;-89978
2021-11-26;"Žilinský kraj";1539;-91079
2021-11-25;"Žilinský kraj";1612;-92618
2021-11-24;"Žilinský kraj";2116;-94230
2021-11-23;"Žilinský kraj";1983;-96346
2021-11-22;"Žilinský kraj";1578;-98329
2021-11-21;"Žilinský kraj";703;-99907
2021-11-20;"Žilinský kraj";1204;-100610
2021-11-19;"Žilinský kraj";1715;-101814
2021-11-18;"Žilinský kraj";1596;-103529
2021-11-17;"Žilinský kraj";1150;-105125
2021-11-16;"Žilinský kraj";1520;-106275
2021-11-15;"Žilinský kraj";1453;-107795
2021-11-14;"Žilinský kraj";618;-109248
2021-11-13;"Žilinský kraj";872;-109866
2021-11-12;"Žilinský kraj";1367;-110738
2021-11-11;"Žilinský kraj";1196;-112105
2021-11-10;"Žilinský kraj";1202;-113301
2021-11-09;"Žilinský kraj";1696;-114503
2021-11-08;"Žilinský kraj";1206;-116199
2021-11-07;"Žilinský kraj";535;-117405
2021-11-06;"Žilinský kraj";942;-117940
2021-11-05;"Žilinský kraj";1299;-118882
2021-11-04;"Žilinský kraj";1008;-120181
2021-11-03;"Žilinský kraj";1444;-121189
2021-11-02;"Žilinský kraj";1469;-122633
2021-11-01;"Žilinský kraj";536;-124102
2021-10-31;"Žilinský kraj";489;-124638
2021-10-30;"Žilinský kraj";732;-125127
2021-10-29;"Žilinský kraj";927;-125859
2021-10-28;"Žilinský kraj";886;-126786
2021-10-27;"Žilinský kraj";912;-127672
2021-10-26;"Žilinský kraj";1161;-128584
2021-10-25;"Žilinský kraj";920;-129745
2021-10-24;"Žilinský kraj";355;-130665
2021-10-23;"Žilinský kraj";548;-131020
2021-10-22;"Žilinský kraj";738;-131568
2021-10-21;"Žilinský kraj";753;-132306
2021-10-20;"Žilinský kraj";633;-133059
2021-10-19;"Žilinský kraj";836;-133692
2021-10-18;"Žilinský kraj";703;-134528
2021-10-17;"Žilinský kraj";236;-135231
2021-10-16;"Žilinský kraj";373;-135467
2021-10-15;"Žilinský kraj";493;-135840
2021-10-14;"Žilinský kraj";529;-136333
2021-10-13;"Žilinský kraj";516;-136862
2021-10-12;"Žilinský kraj";730;-137378
2021-10-11;"Žilinský kraj";477;-138108
2021-10-10;"Žilinský kraj";190;-138585
2021-10-09;"Žilinský kraj";258;-138775
2021-10-08;"Žilinský kraj";364;-139033
2021-10-07;"Žilinský kraj";451;-139397
2021-10-06;"Žilinský kraj";402;-139848
2021-10-05;"Žilinský kraj";509;-140250
2021-10-04;"Žilinský kraj";418;-140759
2021-10-03;"Žilinský kraj";85;-141177
2021-10-02;"Žilinský kraj";254;-141262
2021-10-01;"Žilinský kraj";367;-141516
2021-09-30;"Žilinský kraj";319;-141883
2021-09-29;"Žilinský kraj";367;-142202
2021-09-28;"Žilinský kraj";345;-142569
2021-09-27;"Žilinský kraj";391;-142914
2021-09-26;"Žilinský kraj";59;-143305
2021-09-25;"Žilinský kraj";161;-143364
2021-09-24;"Žilinský kraj";297;-143525
2021-09-23;"Žilinský kraj";250;-143822
2021-09-22;"Žilinský kraj";262;-144072
2021-09-21;"Žilinský kraj";328;-144334
2021-09-20;"Žilinský kraj";339;-144662
2021-09-19;"Žilinský kraj";63;-145001
2021-09-18;"Žilinský kraj";132;-145064
2021-09-17;"Žilinský kraj";248;-145196
2021-09-16;"Žilinský kraj";251;-145444
2021-09-15;"Žilinský kraj";42;-145695
2021-09-14;"Žilinský kraj";216;-145737
2021-09-13;"Žilinský kraj";156;-145953
2021-09-12;"Žilinský kraj";33;-146109
2021-09-11;"Žilinský kraj";68;-146142
2021-09-10;"Žilinský kraj";100;-146210
2021-09-09;"Žilinský kraj";74;-146310
2021-09-08;"Žilinský kraj";92;-146384
2021-09-07;"Žilinský kraj";99;-146476
2021-09-06;"Žilinský kraj";76;-146575
2021-09-05;"Žilinský kraj";19;-146651
2021-09-04;"Žilinský kraj";29;-146670
2021-09-03;"Žilinský kraj";80;-146699
2021-09-02;"Žilinský kraj";52;-146779
2021-09-01;"Žilinský kraj";11;-146831
2021-08-31;"Žilinský kraj";47;-146842
2021-08-30;"Žilinský kraj";11;-146889
2021-08-29;"Žilinský kraj";13;-146900
2021-08-28;"Žilinský kraj";3;-146913
2021-08-27;"Žilinský kraj";25;-146916
2021-08-26;"Žilinský kraj";24;-146941
2021-08-25;"Žilinský kraj";20;-146965
2021-08-24;"Žilinský kraj";15;-146985
2021-08-23;"Žilinský kraj";18;-147000
2021-08-22;"Žilinský kraj";5;-147018
2021-08-21;"Žilinský kraj";8;-147023
2021-08-20;"Žilinský kraj";12;-147031
2021-08-19;"Žilinský kraj";9;-147043
2021-08-18;"Žilinský kraj";11;-147052
2021-08-17;"Žilinský kraj";12;-147063
2021-08-16;"Žilinský kraj";19;-147075
2021-08-15;"Žilinský kraj";3;-147094
2021-08-14;"Žilinský kraj";5;-147097
2021-08-13;"Žilinský kraj";6;-147102
2021-08-12;"Žilinský kraj";5;-147108
2021-08-11;"Žilinský kraj";16;-147113
2021-08-10;"Žilinský kraj";15;-147129
2021-08-09;"Žilinský kraj";10;-147144
2021-08-08;"Žilinský kraj";6;-147154
2021-08-07;"Žilinský kraj";8;-147160
2021-08-06;"Žilinský kraj";1;-147168
2021-08-05;"Žilinský kraj";10;-147169
2021-08-04;"Žilinský kraj";12;-147179
2021-08-03;"Žilinský kraj";11;-147191
2021-08-02;"Žilinský kraj";6;-147202
2021-08-01;"Žilinský kraj";2;-147208
2021-07-31;"Žilinský kraj";4;-147210
2021-07-30;"Žilinský kraj";3;-147214
2021-07-29;"Žilinský kraj";1;-147217
2021-07-28;"Žilinský kraj";4;-147218
